time,id,start_date,end_date,activity,circumplex.arousal,circumplex.valence,screen,appCat.builtin,appCat.communication,appCat.main,appCat.tools,appCat.contact,mood,mood_label
2014-04-18,AS14.14,2014-04-11,2014-04-18,0.027053801318507195,-0.5,0.19444444444444442,390.4976666768392,2847.4230000000002,34.931999999999995,54.03925000000001,37.359,1.0,6.166666666666667,7.0
2014-04-19,AS14.14,2014-04-12,2014-04-19,0.027030812324929963,-0.08333333333333333,0.4166666666666667,369.5590001742045,1857.7956666666669,43.48499999999999,92.59250000000002,44.02066666666667,1.0,6.416666666666667,8.0
2014-04-20,AS14.14,2014-04-13,2014-04-20,0.01019004824151882,-0.5833333333333334,0.5,409.642666975657,221.9333333333333,109.75766666666665,131.14575000000002,42.40033333333334,1.0,6.916666666666667,7.0
2014-04-21,AS14.14,2014-04-14,2014-04-21,0.017288216456173105,-0.16666666666666666,0.8333333333333334,573.0300001303355,809.5613333333332,204.18433333333334,106.33125000000001,43.99400000000001,1.0,7.083333333333333,7.0
2014-04-22,AS14.14,2014-04-15,2014-04-22,0.01925272206517999,-0.3833333333333333,0.7000000000000001,729.3416666984558,1345.6256666666666,225.59733333333335,128.93800000000002,41.972666666666676,1.3333333333333333,7.166666666666667,7.0
2014-04-23,AS14.14,2014-04-16,2014-04-23,0.03147556139248178,-0.3833333333333333,0.6444444444444445,660.7706665992737,1374.46,171.87400000000002,77.10233333333333,56.44400000000001,1.5999999999999999,7.0,7.0
2014-04-24,AS14.14,2014-04-17,2014-04-24,0.03900157618436343,-0.35555555555555557,0.6444444444444445,668.5526667435963,880.2926666666667,89.593,81.86033333333334,87.88966666666668,1.8,7.111111111111111,8.0
2014-04-25,AS14.14,2014-04-18,2014-04-25,0.038425959464245436,0.044444444444444474,0.9111111111111111,694.4723332722983,962.0953333333333,212.6496666666667,34.51755555555556,98.26366666666668,1.5999999999999999,7.444444444444444,8.0
2014-04-27,AS14.14,2014-04-20,2014-04-27,0.024578859321506354,0.37777777777777777,1.1333333333333333,621.6779998938248,867.5160000000001,249.95633333333333,56.93766666666667,81.161,1.4000000000000001,7.666666666666667,7.0
2014-04-28,AS14.14,2014-04-21,2014-04-28,0.00301023187052598,0.37777777777777777,1.1333333333333333,433.806333303452,758.409,256.39733333333334,81.45233333333334,47.255500000000005,1.2,7.703703703703703,7.0
